desertionNo,kindNm,age,sexCd,neuterYn,specialMark,careNm,careAddr,careTel,processState,age_group,species
445469202600293,믹스견,2024(년생),F,N,경계심과 공격성이 강함,정읍시 동물보호소,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,063-535-6295,보호중,성체,dog
445469202600292,믹스견,2023(년생),F,N,약간의 경계심있음,정읍시 동물보호소,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,063-535-6295,보호중,성체,dog
445467202600365,말티즈,2022(년생),M,N,4살추정 순함,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,성체,dog
444568202600134,믹스견,2024(년생),F,U,"빨간색 목줄 착용,순함",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,종료(반환),성체,dog
444449202600592,요크셔 테리어,2018(년생),M,N,"사람 좋아함, 매우 순함",천안시 동물보호센터,"충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",010-5913-5119,종료(반환),노령,dog
444449202600591,셔틀랜드 쉽독,2018(년생),M,N,"칩있음, 매우 순함",천안시 동물보호센터,"충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",010-5913-5119,종료(반환),노령,dog
443571202600325,푸들,2024(년생),F,U,"신고자 입양전제 임보중, 3월 22일 발견 당시 분홍색 목줄 착용",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,성체,dog
443440202600080,믹스견,2024(년생),M,N,온순함,제천시 동물보호센터,충청북도 제천시 금성면 적성로8길 51 (금성면) ,043-647-0059,보호중,성체,dog
443440202600079,믹스견,2024(년생),F,N,온순함,제천시 동물보호센터,충청북도 제천시 금성면 적성로8길 51 (금성면) ,043-647-0059,보호중,성체,dog
443439202600129,믹스견,2017(년생),F,U,"도로배회, 순함",충주시동물보호센터,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,043-851-3168,종료(반환),노령,dog
443439202600128,믹스견,2019(년생),F,U,인근배회.순하고 착함.60번 함께구조,충주시동물보호센터,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,043-851-3168,종료(반환),성체,dog
443439202600127,라브라도 리트리버,2019(년생),F,U,인근배회.순하고 착함.61번 함께구조,충주시동물보호센터,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,043-851-3168,종료(반환),성체,dog
442434202600080,믹스견,2024(년생),M,N,뒷다리 골절,고성군 동물보호센터,강원특별자치도 고성군 간성읍 진부령로 2768-10  ,033-680-4171,보호중,성체,dog
442429202600153,믹스견,2026(60일미만)(년생),F,N,유기견에 컨테이너 부근에 낳아놨다함,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,보호중,새끼,dog
442429202600152,믹스견,2026(60일미만)(년생),M,N,유기견에 컨테이너 부근에 낳아놨다함,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,보호중,새끼,dog
442429202600151,믹스견,2026(60일미만)(년생),M,N,유기견에 컨테이너 부근에 낳아놨다함,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,보호중,새끼,dog
442429202600150,믹스견,2026(60일미만)(년생),F,N,유기견에 컨테이너 부근에 낳아놨다함,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,보호중,새끼,dog
442429202600149,믹스견,2026(60일미만)(년생),M,N,유기견에 컨테이너 부근에 낳아놨다함,정선가축병원,강원도 정선군 정선읍 정선로 1321 (정선읍) ,033-563-0198,보호중,새끼,dog
442428202600011,믹스견,2024(년생),M,N,특이사항 없음,평창군유기동물보호소,강원도 평창군 진부면 청송로 61 ,010-3397-9150,보호중,성체,dog
442420202600078,믹스견,2025(년생),M,N,"온순함, 귀여운 믹스견",강릉시 동물사랑센터,강원도 강릉시 성산면 내맬길 172  ,033-641-7515,보호중,새끼,dog
441553202600727,믹스묘,2025(년생),F,N,몸집이 작은 삼색묘 / 이불속에 숨어있는 것을 좋아함,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,cat
441553202600726,믹스묘,2025(년생),Q,N,스코티쉬폴드처럼 귀가 접혀있는 믹스묘 / 치즈무늬 ,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,cat
441416202600094,믹스견,2024(년생),M,N,북면 도대리 단독주택 부근 배회/갈색 목걸이 착용/목줄 없음,가평군유기동물보호소,"경기도 가평군 가평읍 아랫마장길 59 (가평읍, 농업기술센터) 가평 유기동물 보호소(10:00~18:00)",031-580-4794,보호중,성체,dog
441401202600188,믹스견,2026(년생),M,N,"생후 3개월 추정, 꽃미모를 가진 애기 강아지",시흥동물누리보호센터,경기도 시흥시 뒷방울길 218 (정왕동) ,031-310-6945,보호중,새끼,dog
441399202600133,믹스견,2023(년생),M,N,경계가 있으나 손길을 피하지 않는아이,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,031-590-2785,보호중,성체,dog
441399202600132,믹스견,2025(년생),M,N,착하고 사람 손길을 잘 따름,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,031-590-2785,보호중,새끼,dog
441394202600340,믹스견,2023(년생),M,N,적색&황색 목줄 착용,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,성체,dog
441391202600286,믹스견,2022(년생),F,U,4-5년 추정. 우측후지파행. 초록/노랑 목줄 착용.,평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,성체,dog
441378202600190,믹스견,2021(년생),F,U,귓병,펫앤쉘터동물병원,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",031-714-8392,보호중,성체,dog
441374202600238,스탠다드 푸들,2017(년생),F,U,내장형무선식별장치 있음,수원시 동물보호센터,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",031-5191-3557,보호중,노령,dog
429363202600103,믹스견,2026(년생),F,U,"26-0155 휘핑, 내장칩없음",광주동물보호센터,광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,062-613-6770,보호중,새끼,dog
426338202600036,믹스묘,2026(년생),M,N,"영양상태 불량, 기력 매우 저하, 검+흰",(사)동부동물보호협회,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,보호중,새끼,cat
426338202600035,믹스묘,2026(년생),F,N,"영양상태 불량, 기력 매우 저하, 삼색",(사)동부동물보호협회,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,보호중,새끼,cat
426338202600034,믹스묘,2026(년생),M,N,"영양상태 불량, 기력 매우 저하, 검+흰",(사)동부동물보호협회,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,보호중,새끼,cat
426338202600033,믹스묘,2026(년생),M,N,"영양상태 불량, 기력 매우 저하, 검+갈+흰",(사)동부동물보호협회,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,보호중,새끼,cat
426338202600032,믹스묘,2026(년생),F,N,"안질환, 영양상태 불량, 순함, 검+갈",(사)동부동물보호협회,부산광역시 해운대구 송정2로13번길 46 (송정동) ,051-701-7599,보호중,새끼,cat
446495202600029,믹스견,2024(년생),M,N,겁이 많고 경계심이 있으나 얌전합니다,무안군유기동물보호소,전라남도 무안군 무안읍 면주길 99  ,061-450-4495,종료(자연사),성체,dog
446482202600075,믹스견,2025(년생),F,N,"사상충-음성,접종(종합백신/코로나장염/광견병/데피니트/스팟라인)",순천시유기동물보호소,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",061-749-3094,종료(입양),새끼,dog
450650202600620,믹스견,2024(년생),M,N,개체관리번호 0569 - 파란징목줄,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,성체,dog
450650202600619,믹스견,2023(년생),M,N,개체관리번호 0568,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,성체,dog
450650202600618,믹스견,2021(년생),M,N,개체관리번호 0567 - 낡은파빨목줄/교통사고/동물보호단체 임시보호 및 기증예정,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,종료(자연사),성체,dog
450650202600617,믹스견,2026(년생),F,U,개체관리번호 0566 - 11개월,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600616,믹스견,2025(년생),M,N,개체관리번호 0565 - 낡은빨간목줄,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600615,믹스견,2026(년생),M,N,개체관리번호 0564 - 11개월/빨파목줄,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600614,믹스견,2026(년생),F,N,개체관리번호 0563 - 3개월,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600613,믹스견,2026(60일미만)(년생),F,N,개체관리번호 0562 - 2개월,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600612,믹스견,2021(년생),M,N,개체관리번호 0561,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,성체,dog
450650202600611,믹스견,2026(년생),M,N,개체관리번호 0560 - 3개월/빨간목줄,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600610,믹스견,2026(60일미만)(년생),F,N,개체관리번호 0559 - 3주차,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600609,믹스견,2026(60일미만)(년생),F,N,개체관리번호 0558 - 3주차,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600608,믹스견,2026(60일미만)(년생),M,N,개체관리번호 0557 - 3주차,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,새끼,dog
450650202600606,믹스견,2021(년생),M,N,개체관리번호 0555 - 빨회목줄,제주 동물보호센터,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,064-710-4065,보호중,성체,dog
448535202600150,믹스견,2026(년생),F,U,"김해시-137, 3개월미만 추정, 5두 입소",(사)동물보호관리협회,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,051-971-6208,보호중,새끼,dog
448535202600149,믹스견,2026(년생),F,U,"김해시-136, 3개월미만 추정, 5두 입소",(사)동물보호관리협회,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,051-971-6208,보호중,새끼,dog
448535202600148,믹스견,2026(년생),F,U,"김해시-135, 3개월미만 추정, 5두 입소",(사)동물보호관리협회,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,051-971-6208,보호중,새끼,dog
448535202600147,믹스견,2026(년생),F,U,"김해시-134, 3개월미만 추정, 5두 입소",(사)동물보호관리협회,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,051-971-6208,보호중,새끼,dog
448535202600146,믹스견,2026(년생),M,U,"김해시-133, 3개월미만 추정, 5두 입소",(사)동물보호관리협회,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,051-971-6208,보호중,새끼,dog
447506202600099,믹스견,2025(년생),F,N,얌전하고 친화적임,김천시 동물보호센터,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),054-421-2547,보호중,새끼,dog
446498202600050,진도견,2023(년생),M,U,구조 당시 빨간 목걸이 착용,장성군동물보호센터,전라남도 장성군 삼계면 능성로 382-31  0,061-390-8423,보호중,성체,dog
445467202600364,믹스견,2021(년생),M,N,5살추정 순함 칩x,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,성체,dog
445467202600363,믹스견,2022(년생),F,U,4살추정 순함 칩x,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,성체,dog
444454202600417,믹스견,2026(60일미만)(년생),F,N,5마리구조,논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
444454202600416,믹스견,2026(60일미만)(년생),F,N,5마리구조,논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
444454202600415,믹스견,2026(60일미만)(년생),M,N,5마리구조,논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
444454202600414,믹스견,2026(60일미만)(년생),M,N,5마리구조,논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
444454202600413,믹스견,2026(60일미만)(년생),M,N,5마리구조,논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
444454202600412,믹스견,2026(60일미만)(년생),F,N,"신고자센터방문,3마리구조",논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
444454202600411,믹스견,2026(60일미만)(년생),M,N,"신고자센터방문,3마리구조",논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
444454202600410,믹스견,2026(60일미만)(년생),M,N,"신고자센터방문,3마리구조",논산시 동물보호센터,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,041-746-8470,보호중,새끼,dog
444452202600419,믹스견,2025(년생),F,N,419호(관리) 89호(공고),아산동물복지지원센터,충청남도 아산시 환경공원로 158 (배미동) ,041-530-6200,종료(반환),새끼,dog
444450202600072,믹스견,2024(년생),F,U,"목줄, 심장사상충&파보 음성, 종합&광견병 백신, 심장사상충 예방약",공주시 동물보호센터,충청남도 공주시 우성면 내산목천길 52-15  ,041-840-3495,보호중,성체,dog
444450202600071,푸들,2019(년생),M,N,"옷착용, 미용, 호흡기 감염, 심장사상충&파보 음성, 종합&광견병 백신, 심장사상충약, 호흡기치료및약조제",공주시 동물보호센터,충청남도 공주시 우성면 내산목천길 52-15  ,041-840-3495,보호중,성체,dog
443557202600020,말티즈,2023(년생),F,U,대체적으로 건강한 상태임,가정견훈련소,충청북도 증평군 도안면 입장길 239  ,010-3169-1151,보호중,성체,dog
442434202600079,한국 고양이,2024(년생),M,N, 너무 매력적으로 이쁘게생김,고성군 동물보호센터,강원특별자치도 고성군 간성읍 진부령로 2768-10  ,033-680-4172,보호중,성체,cat
442426202600029,믹스견,2025(년생),M,N,"진도믹스, 사람을 좋아함, 발톱이 깔끔하게 정리되어 있음",횡성반려동물보호센터,강원특별자치도 횡성군 우천면 한우로 1109  ,033-340-2395,보호중,새끼,dog
441554202600494,한국 고양이,2025(년생),M,Y,"3-16, 칩있음, 온순한 성격",광주TNR동물병원송정,경기도 광주시 경안천로 142 (송정동) 광주TNR동물병원,031-798-7583,보호중,새끼,cat
441553202600719,믹스견,2026(년생),M,N,형제들중 혼자 특별하게 점박이인 귀여운 아기강아지/판다를 닮은 외모/쪼꼬미,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600718,믹스견,2026(년생),F,N,너무너무 귀엽고 앙증맞은 외모의 귀여운 아기강아지/작은 눈과 귀가 너무 귀여움/작은 체구,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600717,믹스견,2026(년생),F,N,형제들중 크기가 젤 큰편/엄청 통통함/안으면 살짝 벌어지는 입이 너무 귀여움/작고 뽀?한 귀와 눈,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600716,믹스견,2026(년생),F,N,앙증맞은 작은 얼굴의 소유자/쪼꼬미/겁쟁이지만 순하고 얌전한 성격/순둥한 인상,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600715,믹스견,2026(년생),F,N,뽀?한 외모의 귀여운 아기강아지/동그란 작은 귀가 너무 귀여움/앙증맞은 외모/뽀얀 털,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600714,믹스견,2026(년생),M,N,꼬질꼬질 귀여운 외모의 아기강아지/동그란 얼굴에 접힌 귀가 너무 귀여움/밥을 잘먹어서 배가 통통함,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600713,믹스견,2026(년생),M,N,콧등 주변에 묻은 흙들이 포인트/흑곰같이 생긴 외모/얼굴에 비해 눈이랑 귀가 쪼꼬미임,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600712,믹스견,2026(년생),F,N,한껏 내려간 눈꼬리로 억울해보이는 표정이 귀여움/너구리 같은 외모/소심하고 겁쟁이임,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
441553202600711,믹스견,2026(년생),M,N,동글동글 곰같은 외모의 귀여운 아기강아지/겁 많으나 순하고 뽀짝함/얼굴에 비해 작은 귀,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog
