desertionNo,kindNm,age,sexCd,neuterYn,specialMark,careNm,careAddr,careTel,processState,age_group,species,mbti_label,filename
448533000000000.0,믹스견,2026(년생),M,N,아직 어리지만 독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,통영시동물보호센터,경상남도 통영시 광도면 전두1길 9-8  ,055-650-6250,보호중,새끼,dog,INTP,
448533000000000.0,비숑 프리제,2023(년생),M,Y,애교가 넘치고 사람을 좋아함. 활발하게 놀기를 즐김.,통영시동물보호센터,경상남도 통영시 광도면 전두1길 9-8  ,055-650-6250,종료(자연사),성체,dog,ESFP,
447511000000000.0,믹스견,2025(년생),F,N,"맨몸상태 온순함, 약간의 피부병",상주시 동물보호센터,경상북도 상주시 사벌국면 상풍로 124  ,010-6682-1198,보호중,새끼,dog,ESTP,
447511000000000.0,믹스견,2025(년생),F,N,"초록색 목줄 착용, 겁이 많음",상주시 동물보호센터,경상북도 상주시 사벌국면 상풍로 124  ,010-6682-1198,보호중,새끼,dog,ISTP,
447511000000000.0,믹스견,2025(년생),F,N,맨몸상태 온순함 ,상주시 동물보호센터,경상북도 상주시 사벌국면 상풍로 124  ,010-6682-1198,보호중,새끼,dog,ESTP,
447510000000000.0,믹스견,2024(년생),F,N,순한편,영천유기동물보호센터,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터) ",054-339-7177,보호중,성체,dog,ESTJ,
447508000000000.0,믹스견,2020(년생),F,N,온순하며 사람을 잘따름,구미시 동물보호센터,경상북도 구미시 옥성면 선상동로 1358  애니멀 케어 센터,054-481-5809,보호중,성체,dog,ESFJ,
447506000000000.0,믹스견,2024(년생),M,N,"덩치 크고 온순함, 사람을 잘 따름",김천시 동물보호센터,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),054-421-2547,보호중,성체,dog,ESFJ,
447506000000000.0,믹스견,2026(60일미만)(년생),M,N,어리고 순함,김천시 동물보호센터,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),054-421-2547,보호중,새끼,dog,ESTP,
447506000000000.0,믹스견,2026(60일미만)(년생),M,N,어리고 순함,김천시 동물보호센터,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),054-421-2547,보호중,새끼,dog,ESTP,
447505000000000.0,믹스견,2023(년생),F,N,사납고 경계심 강함. 만지기 어려움.,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,010-8889-2883,보호중,성체,dog,ISTJ,
447505000000000.0,믹스견,2023(년생),F,N,발견당시 주황색 목줄 착용. 사람 잘 따르지만 겁이 많음.,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,010-8889-2883,보호중,성체,dog,ISTJ,
447505000000000.0,믹스견,2023(년생),M,N,경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,경주동물사랑보호센터,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,010-8889-2883,보호중,성체,dog,INTJ,
446492000000000.0,믹스견,2023(년생),F,U,기질이 온순하여 사람을 잘 따르고 얌전함,강진군 유기견 보호소,"전라남도 강진군 강진읍 초지길 109-62 (강진읍, 강진군상하수도사업소) ",061-430-3237,보호중,성체,dog,ESTJ,
446485000000000.0,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,061-380-2734,보호중,새끼,dog,ENFP,
446485000000000.0,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,담양군 동물보호센터,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,061-380-2734,보호중,새끼,dog,INFP,
446483000000000.0,포메라니안,2023(년생),M,N,주차장공터에서구조 사람잘따르고온순함,나주유기동물보호센터,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,010-2331-7377,보호중,성체,dog,ESTJ,
446482000000000.0,믹스견,2025(년생),F,N,아직 어리지만 경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,순천시유기동물보호소,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",061-749-3094,보호중,새끼,dog,INTP,
446482000000000.0,한국 고양이,2026(년생),F,N,아직 어리지만 예민하고 환경 변화에 민감함. 익숙한 환경에서 안정적임.,순천시유기동물보호소,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",061-749-3094,종료(반환),새끼,cat,ISTP,
446481000000000.0,진도견,2024(년생),M,N,경계심있으나 온순한편,반려동물보호센터,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,061-659-2474,보호중,성체,dog,ISTJ,
446481000000000.0,믹스견,2025(년생),M,N,구조 당시 갈색목띠*쇠줄 착용 상태 / 2026-114 함께 구조 / 온순함,반려동물보호센터,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,061-659-2474,보호중,새끼,dog,ESFP,
446481000000000.0,믹스견,2025(년생),F,U,구조 당시 파란색 목띠*줄 착용 상태 / 2026-115 함께 구조 / 온순함,반려동물보호센터,전라남도 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,061-659-2474,보호중,새끼,dog,ESFP,
445479000000000.0,믹스묘,2026(60일미만)(년생),Q,N,호기심 왕성한 새끼로 조용하고 관찰하는 것을 좋아함. 신중하게 행동함.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,cat,INTP,
445479000000000.0,믹스묘,2026(60일미만)(년생),Q,N,아직 어리지만 활발하고 탐색하기를 좋아함. 호기심이 많음.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,cat,ENTP,
445479000000000.0,믹스묘,2026(60일미만)(년생),Q,N,어린 나이에도 활발하고 탐색하기를 좋아함. 호기심이 많음.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,cat,ENTP,
445479000000000.0,믹스묘,2026(60일미만)(년생),Q,N,호기심 왕성한 새끼로 낯선 환경에 예민하게 반응함. 안정되면 애교가 넘침.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,cat,ESFP,
445479000000000.0,믹스묘,2026(60일미만)(년생),Q,N,호기심 왕성한 새끼로 활발하고 탐색하기를 좋아함. 호기심이 많음.,부안군 동물보호센터,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,063-580-4445,보호중,새끼,cat,ENTP,
445471000000000.0,믹스견,2024(년생),M,N,순하다,전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,063-547-3549,보호중,성체,dog,ESTJ,
445471000000000.0,믹스견,2024(년생),M,N,겁이 많음,전북말산업복합센터,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,063-547-3549,보호중,성체,dog,ISTJ,
445468000000000.0,믹스견,2023(년생),M,N,빨간색 목테를하고있고 성격이 순함,익산유기동물보호소,전북특별자치도 익산시 삼기면 황금로 342-17  ,063-855-1214,보호중,성체,dog,ESTJ,
445467000000000.0,믹스견,2026(60일미만)(년생),M,N,어린 나이에도 순하고 입질이 없음. 보호자에 대한 의존도가 높음.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ESFP,
445467000000000.0,믹스견,2026(60일미만)(년생),M,N,호기심 왕성한 새끼로 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ENFP,
445467000000000.0,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,INTP,
445467000000000.0,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ISFP,
445467000000000.0,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ISTP,
445467000000000.0,믹스견,2026(60일미만)(년생),F,N,어린 나이에도 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ISFP,
445467000000000.0,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ESFP,
445467000000000.0,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,INTP,
445467000000000.0,믹스견,2026(년생),M,N,아직 어리지만 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ISFP,
445467000000000.0,믹스견,2026(년생),M,N,어린 나이에도 순하고 입질이 없음. 보호자에 대한 의존도가 높음.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ESFP,
445467000000000.0,믹스견,2026(년생),F,N,아직 어리지만 순하고 입질이 없음. 보호자에 대한 의존도가 높음.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ESFP,
445467000000000.0,믹스견,2025(년생),F,N,아직 어리지만 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ESFP,
445467000000000.0,믹스견,2026(60일미만)(년생),F,N,호기심 왕성한 새끼로 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,INTP,
445467000000000.0,믹스견,2025(년생),M,N,호기심 왕성한 새끼로 장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,새끼,dog,ENFP,
445467000000000.0,믹스견,2024(년생),M,N,독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,군산유기동물보호센터,전북특별자치도 군산시 대야면 보덕안정길 124  ,063-451-2975,보호중,성체,dog,INTJ,
444568000000000.0,믹스견,2026(60일미만)(년생),F,N,"6주, 순함, 2026-055 자견, 코로나 종합백신 1차 완료(2026/03/31)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog,ESTP,
444568000000000.0,믹스견,2026(60일미만)(년생),F,N,"6주, 순함, 2026-055 자견, 코로나 종합백신 1차 완료(2026/03/31)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog,ESTP,
444568000000000.0,믹스견,2026(60일미만)(년생),M,N,"6주, 순함, 2026-055 자견, 코로나 종합백신 1차 완료(2026/03/31)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog,ESTP,
444568000000000.0,믹스견,2026(60일미만)(년생),M,N,"6주, 순함, 2026-055 자견, 코로나 종합백신 1차 완료(2026/03/31)",당진시동물보호소,충청남도 당진시 고대면 삼포길 180  ,041-356-8210,보호중,새끼,dog,ESTP,
444462000000000.0,믹스견,2023(년생),F,N,순하고 잘따름,최동물병원,충청남도 태안군 태안읍 남문리 504-6,041-672-0346,보호중,성체,dog,ESFJ,
444462000000000.0,믹스견,2023(년생),F,N,순하고 잘따름,최동물병원,충청남도 태안군 태안읍 남문리 504-6,041-672-0346,보호중,성체,dog,ESFJ,
444462000000000.0,믹스견,2023(년생),M,N,순하고 잘따름,최동물병원,충청남도 태안군 태안읍 남문리 504-6,041-672-0346,보호중,성체,dog,ESFJ,
444461000000000.0,포메라니안,2023(년생),M,Y,활발하고 자기 주장이 강함. 주인에 대한 충성심이 높음.,예산임시동물보호센터,충청남도 예산군 예산읍 군청로 22  ,041-339-7838,종료(반환),성체,dog,ESTJ,
444457000000000.0,믹스견,2024(년생),M,N,독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,남부여동물보호소,충청남도 부여군 임천면 위덕로47번길 36-12  (점리),041-837-8277,보호중,성체,dog,INTJ,
444453000000000.0,믹스견,2026(년생),F,N,"약간 경계, 겁 많음, 입소 당시 4개월령 추정",서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,041-660-2040,보호중,새끼,dog,ISTP,
444453000000000.0,믹스견,2025(년생),F,N,"약간 경계, 겁 많음, 입소 당시 목줄 착용",서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,041-660-2040,보호중,새끼,dog,ISTP,
444453000000000.0,믹스견,2025(년생),F,N,호기심 왕성한 새끼로 온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,서산시 동물보호센터,충청남도 서산시 인지면 무학재1길 99  ,041-660-2040,보호중,새끼,dog,ESFP,
444451000000000.0,믹스견,2022(년생),F,N,경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,보령시유기동물보호소,충청남도 보령시 대천방조제로 322 (대천동) 보령시시설관리공단 내 좌측 생태공원2,010-5427-7210,보호중,성체,dog,INTJ,
444451000000000.0,믹스견,2021(년생),M,N,장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,보령시유기동물보호소,충청남도 보령시 대천방조제로 322 (대천동) 보령시시설관리공단 내 좌측 생태공원2,010-5427-7210,보호중,성체,dog,ESFP,
444451000000000.0,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,보령시유기동물보호소,충청남도 보령시 대천방조제로 322 (대천동) 보령시시설관리공단 내 좌측 생태공원2,010-5427-7210,보호중,새끼,dog,ISFP,
444451000000000.0,믹스견,2022(년생),M,N,장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,보령시유기동물보호소,충청남도 보령시 대천방조제로 322 (대천동) 보령시시설관리공단 내 좌측 생태공원2,010-5427-7210,보호중,성체,dog,ESFP,
444449000000000.0,믹스견,2026(년생),M,N,"3개월 추정, 매우 순함, 사람 좋아함",천안시 동물보호센터,"충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",010-5913-5119,보호중,새끼,dog,ESTP,
443571000000000.0,말티즈,2019(년생),M,Y,"네이비색 후리스 착용, 동그랗고 초롱초롱한 눈망울을 가졌으며 사람을 좋아하는 순한 성격",반려동물보호센터,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,043-201-2298,보호중,성체,dog,ESFJ,
443443000000000.0,믹스견,2025(년생),M,N,"[관리번호084]옥천읍 동안리 농공단지 인근에 발견, 사람경계가 심함",옥천동물병원,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",010-8843-8844,보호중,새끼,dog,ISTP,
442434000000000.0,믹스견,2025(년생),F,N,겁이 많고 순함,고성군 동물보호센터,강원특별자치도 고성군 간성읍 진부령로 2768-10  ,033-680-4171,보호중,새끼,dog,ISTP,
442430000000000.0,믹스견,2013(년생),M,U,순하며 빨간색 하네스를 하고있음 ,철원군,강원도 철원군 동송읍 장흥로 311  ,033-450-5394,보호중,노령,dog,ESTJ,
442420000000000.0,믹스견,2021(년생),M,N,장난기가 많고 놀기를 좋아함. 사람과 함께 있는 것을 즐김.,강릉시 동물사랑센터,강원도 강릉시 성산면 내맬길 172  ,033-641-7515,보호중,성체,dog,ESFP,
442420000000000.0,믹스견,2022(년생),Q,U,"목줄없이 발견, 살짝 경계있음",강릉시 동물사랑센터,강원도 강릉시 성산면 내맬길 172  ,033-641-7515,보호중,성체,dog,ISTJ,
442419000000000.0,보더 콜리,2022(년생),F,N,"노란목줄, 사람을 잘따름",원주시동물보호센터,강원특별자치도 원주시 호저면 칠봉로 109-17  ,033-731-1119,보호중,성체,dog,ESFJ,
441554000000000.0,포메라니안,2023(년생),F,N,"3-28, 칩없음, 몸에서 향기가 남, 예쁜 외모에 사람좋아 성격",광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,보호중,성체,dog,ESTJ,
441554000000000.0,믹스견,2024(년생),F,N,"3-27, 칩없음, 떠돌이개가 회사에 새끼를 낳음, 조금 소심한편이지만 온순함",광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,보호중,성체,dog,ISTJ,
441554000000000.0,믹스견,2026(60일미만)(년생),M,N,어린 나이에도 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,보호중,새끼,dog,ISFP,
441554000000000.0,믹스견,2026(60일미만)(년생),M,N,아직 어리지만 온순하고 사람을 잘 따름. 겁이 약간 있으나 금방 적응함.,광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,보호중,새끼,dog,ESFP,
441554000000000.0,믹스견,2026(60일미만)(년생),M,N,어린 나이에도 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,보호중,새끼,dog,ISFP,
441554000000000.0,믹스견,2025(년생),F,N,"3-23, 칩없음, 1세 미만, 소심한면이 있지만 온순한 성격",광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,보호중,새끼,dog,ISTP,
441554000000000.0,진도견,2022(년생),M,N,"3-22, 목줄착용, 칩없음, 덩치가 큼, 순한면이 있지만 돌발적인 입질이 있음",광주TNR동물병원초월,경기도 광주시 초월읍 현산로385번길 74-12 (초월읍) ,031-798-7581,보호중,성체,dog,ESTJ,
441553000000000.0,믹스견,2026(년생),F,N,겁은 조금 있으나 순하고 만지면 얌전히 있는 귀여운 아기강아지/인형같은 뽀?한 외모,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog,ESTP,
441553000000000.0,믹스견,2026(년생),M,N,겁 많은 아기 진도믹스 강아지/만지면 깜짝 놀람/울적한 표정/귀가 접힌 상태,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,새끼,dog,ESTP,
441553000000000.0,믹스견,2023(년생),M,N,만지면 깜짝깜짝 놀라지만 순하고 사람 좋아하는 말티푸 추정/칩 없음/귀여운 외모,화성시민동물보호센터,경기도 화성시 서신면 전곡항로 492  ,010-3969-1034,보호중,성체,dog,ESTJ,
441408000000000.0,믹스견,2026(년생),M,N,순함,안성시동물보호센터,경기도 안성시 보개원삼로 157 (가사동) 미래동물병원,031-673-5491,보호중,새끼,dog,ESTP,
441405000000000.0,기타축종,2023(년생),Q,U,온순하고 순함. 사람을 잘 따름.,용인시 동물보호센터,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,031-6193-3463,보호중,성체,dog,ESFJ,
441402000000000.0,한국 고양이,2025(년생),Q,Y,"겁많음,tnr되어있음,교통사고추정,뒷다리다침,기력없음,에후불량",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) ,031-296-0124,보호중,새끼,cat,ESTP,
441400000000000.0,믹스견,2021(년생),F,U,독립적이고 자기 의사 표현이 강함. 한 번 마음을 열면 충실함.,오산 유기동물보호소,경기도 오산시 성호대로 36 (오산동) ,031-372-9325,보호중,성체,dog,INTJ,
441400000000000.0,포메라니안,2023(년생),M,N,애교가 많고 관심받기를 좋아함. 혼자 있는 것을 싫어함.,오산 유기동물보호소,경기도 오산시 성호대로 36 (오산동) ,031-372-9325,보호중,성체,dog,ESFJ,
441400000000000.0,포메라니안,2021(년생),M,Y,애교가 많고 관심받기를 좋아함. 혼자 있는 것을 싫어함.,오산 유기동물보호소,경기도 오산시 성호대로 36 (오산동) ,031-372-9325,보호중,성체,dog,ESFJ,
441400000000000.0,페키니즈,2020(년생),M,N,자존심이 강하고 독립적임. 보호자에게는 애교가 많음.,오산 유기동물보호소,경기도 오산시 성호대로 36 (오산동) ,031-372-9325,보호중,성체,dog,ESTJ,
441400000000000.0,기타축종,2026(60일미만)(년생),Q,U,호기심 왕성한 새끼로 활발하고 호기심이 많음. 탐색하기를 좋아함.,오산 유기동물보호소,경기도 오산시 성호대로 36 (오산동) ,031-372-9325,보호중,새끼,dog,ENTP,
441399000000000.0,저먼 셰퍼드 독,2023(년생),M,N,착하고 사람 손길을 잘 따름,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,031-590-2785,보호중,성체,dog,ESFJ,
441399000000000.0,푸들,2023(년생),F,U,착하고 사람 손길을 잘 따름,남양주시동물보호센터,경기도 남양주시 경강로163번길 32-27 (이패동) ,031-590-2785,종료(반환),성체,dog,ESFJ,
441394000000000.0,푸들,2019(년생),M,N,영리하고 훈련 능력이 뛰어남. 사람을 매우 좋아하고 붙임성이 있음.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,성체,dog,ENTJ,
441394000000000.0,믹스견,2026(60일미만)(년생),F,N,아직 어리지만 예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog,ISTP,
441394000000000.0,믹스견,2026(60일미만)(년생),M,N,아직 어리지만 겁이 많고 소심한 편. 천천히 신뢰를 쌓으면 잘 따름.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog,ISFP,
441394000000000.0,기타축종,2025(년생),Q,N,호기심 왕성한 새끼로 활발하고 호기심이 많음. 탐색하기를 좋아함.,고양시동물보호센터,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",031-962-3232,보호중,새끼,dog,ENTP,
441393000000000.0,미디엄 푸들,2025(년생),F,U,"털엉킴,순함",한국야생동물보호협회,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,031-296-0124,보호중,새끼,dog,ESTP,
441391000000000.0,믹스견,2023(년생),M,U,예민하고 낯선 사람을 경계함. 혼자만의 공간을 선호함.,평택시동물보호센터,경기도 평택시 청북읍 청북로 497  ,031-8024-8080,보호중,성체,dog,ISTJ,
441386000000000.0,슈나우져,2018(년생),M,N,조용하고 안정적이며 영리하고 독립적임. 낯선 사람에게 경계심이 있으나 가족에게는 충실함.,24시아이동물메디컬,경기도 부천시 오정구 소사로 779 (원종동) 201호,032-677-5262,보호중,노령,dog,ISTJ,
441378000000000.0,라이카,2024(년생),M,N,활발하고 에너지가 넘침. 사교적임.,펫앤쉘터동물병원,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",031-714-8392,보호중,성체,dog,ESTP,
441378000000000.0,기타축종,2024(년생),Q,U,온순하고 순함. 사람을 잘 따름.,펫앤쉘터동물병원,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",031-714-8392,보호중,성체,dog,ESFJ,
441374000000000.0,말티즈,2014(년생),M,Y,노령임에도 온순하고 애교가 많음. 보호자에게 매우 의존적임.,수원시 동물보호센터,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",031-5191-3557,보호중,노령,dog,ESFJ,
441374000000000.0,믹스견,2019(년생),F,U,경계심이 있으나 천천히 마음을 열어감. 혼자 있는 것을 무서워함.,수원시 동물보호센터,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",031-5191-3557,보호중,성체,dog,INTJ,
